poll_timestamp,recorded_at_time,line_ref,vehicle_ref,operator_ref,latitude,longitude,bearing
2026-07-29 09:18:36.531204,2026-07-29 09:18:10,300,SCCU-27768,SCCU,54.647171,-3.552854,66
2026-07-29 09:18:58.641836,2026-07-29 09:18:50,300,SCCU-27768,SCCU,54.650311,-3.551926,12
2026-07-29 09:19:43.650494,2026-07-29 09:19:30,300,SCCU-27768,SCCU,54.651646,-3.553323,36
2026-07-29 09:20:06.728875,2026-07-29 09:19:50,300,SCCU-27768,SCCU,54.653809,-3.553105,348
2026-07-29 09:20:29.109451,2026-07-29 09:20:11,300,SCCU-27768,SCCU,54.656578,-3.554255,342
2026-07-29 09:20:50.319456,2026-07-29 09:20:31,300,SCCU-27768,SCCU,54.659233,-3.554987,6
2026-07-29 09:21:11.510467,2026-07-29 09:20:51,300,SCCU-27768,SCCU,54.66193,-3.5538,18
2026-07-29 09:21:33.246187,2026-07-29 09:21:11,300,SCCU-27768,SCCU,54.664295,-3.551528,30
2026-07-29 09:21:56.391612,2026-07-29 09:21:31,300,SCCU-27768,SCCU,54.666328,-3.548925,42
2026-07-29 09:22:18.823442,2026-07-29 09:21:51,300,SCCU-27768,SCCU,54.66856,-3.546123,30
2026-07-29 09:22:41.419408,2026-07-29 09:22:31,300,SCCU-27768,SCCU,54.673847,-3.540127,30
2026-07-29 09:23:03.940011,2026-07-29 09:22:51,300,SCCU-27768,SCCU,54.676659,-3.53695,36
2026-07-29 09:23:26.823443,2026-07-29 09:23:11,300,SCCU-27768,SCCU,54.679272,-3.534182,30
2026-07-29 09:23:49.519451,2026-07-29 09:23:31,300,SCCU-27768,SCCU,54.681404,-3.531237,48
2026-07-29 09:24:12.054822,2026-07-29 09:23:52,300,SCCU-27768,SCCU,54.683395,-3.527608,42
2026-07-29 09:24:34.597150,2026-07-29 09:24:12,300,SCCU-27768,SCCU,54.685288,-3.52483,30
2026-07-29 09:24:56.798148,2026-07-29 09:24:32,300,SCCU-27768,SCCU,54.687058,-3.522881,30
2026-07-29 09:05:56.291253,2026-07-28 23:47:43,1,SCCU-36103,SCCU,53.760742,-2.695554,348
2026-07-29 09:05:56.291253,2026-07-28 12:22:51,44,SCCU-36336,SCCU,54.328735,-2.747146,180
2026-07-29 09:05:56.291253,2026-07-29 04:15:15,2A,SCCU-36798,SCCU,53.56694,-2.881593,192
2026-07-29 09:05:56.291253,2026-07-28 23:33:19,1,SCCU-36820,SCCU,53.760883,-2.695364,0
2026-07-29 09:05:56.291253,2026-07-29 00:41:48,1,SCCU-36988,SCCU,54.112206,-3.227988,138
2026-07-29 09:05:56.291253,2026-07-28 22:42:54,1,SCCU-36990,SCCU,54.111885,-3.228403,204
2026-07-29 09:05:56.291253,2026-07-28 22:47:55,1,SCCU-37041,SCCU,54.132675,-3.21636,0
2026-07-29 09:05:56.291253,2026-07-28 23:15:21,1,SCCU-37484,SCCU,54.136879,-3.20996,0
2026-07-29 09:05:56.291253,2026-07-28 21:57:17,530,SCCU-47237,SCCU,54.199841,-2.952413,12
2026-07-29 09:05:56.291253,2026-07-28 23:20:08,41A,SCCU-47334,SCCU,54.329899,-2.745116,324
2026-07-29 09:05:56.291253,2026-07-29 03:28:35,1,SCCU-48199,SCCU,54.095833,-3.256849,336
2026-07-29 09:05:56.291253,2026-07-29 05:09:06,1,SCMY-10573,SCMY,53.331749,-2.97688,168
2026-07-29 09:05:56.291253,2026-07-28 11:34:03,1,SCMY-10574,SCMY,53.367866,-3.00247,84
2026-07-29 09:05:56.291253,2026-07-29 02:45:57,1,SCMY-10575,SCMY,53.391483,-3.02148,102
2026-07-29 09:05:56.291253,2026-07-29 02:32:39,1,SCMY-10576,SCMY,53.368309,-3.003114,144
2026-07-29 09:05:56.291253,2026-07-29 00:08:49,1,SCMY-10577,SCMY,53.367737,-3.002812,330
2026-07-29 09:05:56.291253,2026-07-29 00:34:54,1,SCMY-10814,SCMY,53.196606,-2.880891,12
2026-07-29 09:05:56.291253,2026-07-29 01:56:36,1,SCMY-11101,SCMY,53.194405,-2.888107,348
2026-07-29 09:05:56.291253,2026-07-29 01:18:17,1,SCMY-11621,SCMY,53.367344,-3.002698,330
2026-07-29 09:05:56.291253,2026-07-29 05:24:31,1,SCMY-11622,SCMY,53.391331,-3.021899,42
2026-07-29 09:05:56.291253,2026-07-29 02:11:51,1,SCMY-11623,SCMY,53.367706,-3.002949,330
2026-07-29 09:05:56.291253,2026-07-29 00:42:00,1,SCMY-11624,SCMY,53.315872,-2.963725,192
2026-07-29 09:05:56.291253,2026-07-29 01:29:48,1,SCMY-11625,SCMY,53.368435,-3.002813,48
2026-07-29 09:05:56.291253,2026-07-29 05:02:55,1,SCMY-15584,SCMY,53.193996,-2.887971,78
2026-07-29 09:05:56.291253,2026-07-28 22:46:48,157,SCMY-36821,SCMY,0.0,0.0,0
2026-07-29 09:05:56.291253,2026-07-28 23:17:55,157,SCMY-36822,SCMY,53.468704,-2.779466,264
2026-07-29 09:05:56.291253,2026-07-28 21:32:58,157,SCMY-44024,SCMY,53.488857,-2.672714,114
2026-07-29 09:05:56.291253,2026-07-28 13:51:53,157,SCMY-47879,SCMY,53.513207,-2.803848,318
2026-07-29 09:05:56.291253,2026-07-28 23:52:35,14B,SCMY-80509,SCMY,53.457333,-2.85389,258
2026-07-29 09:16:46.138348,2026-07-29 09:16:34,10A,SCMY-82402,SCMY,53.463024,-2.899243,0
2026-07-29 09:17:08.013307,2026-07-29 09:16:54,10A,SCMY-82402,SCMY,53.463032,-2.899235,0
2026-07-29 09:17:29.535611,2026-07-29 09:17:14,10A,SCMY-82402,SCMY,53.463032,-2.899187,0
2026-07-29 09:17:51.388999,2026-07-29 09:17:34,10A,SCMY-82402,SCMY,53.463036,-2.899159,0
2026-07-29 09:18:14.111785,2026-07-29 09:17:54,10A,SCMY-82402,SCMY,53.463047,-2.89915,0
2026-07-29 09:18:36.531204,2026-07-29 09:18:15,10A,SCMY-82402,SCMY,53.463055,-2.899145,0
2026-07-29 09:18:58.641836,2026-07-29 09:18:35,10A,SCMY-82402,SCMY,53.463062,-2.899148,0
2026-07-29 09:19:20.600884,2026-07-29 09:18:55,10A,SCMY-82402,SCMY,53.463074,-2.899146,0
2026-07-29 09:19:43.650494,2026-07-29 09:19:35,10A,SCMY-82402,SCMY,53.463055,-2.899189,0
2026-07-29 09:20:06.728875,2026-07-29 09:19:55,10A,SCMY-82402,SCMY,53.463036,-2.899201,0
2026-07-29 09:20:29.109451,2026-07-29 09:20:15,10A,SCMY-82402,SCMY,53.463028,-2.899205,0
2026-07-29 09:20:50.319456,2026-07-29 09:20:36,10A,SCMY-82402,SCMY,53.463024,-2.899212,0
2026-07-29 09:21:11.510467,2026-07-29 09:20:56,10A,SCMY-82402,SCMY,53.463032,-2.899162,0
2026-07-29 09:21:33.246187,2026-07-29 09:21:16,10A,SCMY-82402,SCMY,53.462917,-2.89901,162
2026-07-29 09:21:56.391612,2026-07-29 09:21:36,10A,SCMY-82402,SCMY,53.46236,-2.899307,240
2026-07-29 09:22:18.823442,2026-07-29 09:21:56,10A,SCMY-82402,SCMY,53.462044,-2.900347,240
2026-07-29 09:22:41.419408,2026-07-29 09:22:16,10A,SCMY-82402,SCMY,53.461807,-2.900632,144
2026-07-29 09:23:03.940011,2026-07-29 09:22:57,10A,SCMY-82402,SCMY,53.461193,-2.900552,240
2026-07-29 09:23:49.519451,2026-07-29 09:23:37,10A,SCMY-82402,SCMY,53.459484,-2.906463,246
2026-07-29 09:24:12.054822,2026-07-29 09:23:57,10A,SCMY-82402,SCMY,53.45866,-2.909364,246
2026-07-29 09:24:34.597150,2026-07-29 09:24:17,10A,SCMY-82402,SCMY,53.457981,-2.91014,156
2026-07-29 09:24:56.798148,2026-07-29 09:24:37,10A,SCMY-82402,SCMY,53.456493,-2.908724,150
2026-07-29 09:05:56.291253,2026-07-28 23:44:42,10A,SCMY-82411,SCMY,53.465519,-2.851369,264
2026-07-29 09:05:56.291253,2026-07-29 04:12:26,10A,SCMY-82412,SCMY,53.451778,-2.738629,228
2026-07-29 09:05:56.291253,2026-07-29 05:15:56,10A,SCMY-82415,SCMY,53.462925,-2.900775,24
2026-07-29 09:05:56.291253,2026-07-29 02:21:39,10A,SCMY-82417,SCMY,53.451866,-2.738735,228
2026-07-29 09:05:56.291253,2026-07-29 04:29:33,10A,SCMY-82423,SCMY,53.46875,-2.778581,264
2026-07-29 09:05:56.291253,2026-07-29 04:21:01,10A,SCMY-82425,SCMY,53.401653,-2.988957,246
2026-07-29 09:05:56.291253,2026-07-28 23:04:09,10A,SCMY-82426,SCMY,53.451557,-2.739097,222
2026-07-29 09:12:20.087762,2026-07-29 09:12:02,10A,SCMY-82442,SCMY,53.462997,-2.899172,0
2026-07-29 09:12:42.722334,2026-07-29 09:12:22,10A,SCMY-82442,SCMY,53.463001,-2.899159,0
2026-07-29 09:13:03.933277,2026-07-29 09:12:42,10A,SCMY-82442,SCMY,53.46302,-2.89912,0
2026-07-29 09:13:26.007034,2026-07-29 09:13:02,10A,SCMY-82442,SCMY,53.463051,-2.899077,0
2026-07-29 09:13:48.360903,2026-07-29 09:13:22,10A,SCMY-82442,SCMY,53.462574,-2.898826,198
2026-07-29 09:14:10.654173,2026-07-29 09:14:03,10A,SCMY-82442,SCMY,53.461803,-2.900472,0
2026-07-29 09:14:32.790970,2026-07-29 09:14:23,10A,SCMY-82442,SCMY,53.461819,-2.900454,84
2026-07-29 09:14:55.272674,2026-07-29 09:14:43,10A,SCMY-82442,SCMY,53.461945,-2.900568,0
2026-07-29 09:15:17.516091,2026-07-29 09:15:04,10A,SCMY-82442,SCMY,53.462097,-2.900861,126
2026-07-29 09:15:39.679614,2026-07-29 09:15:24,10A,SCMY-82442,SCMY,53.462219,-2.897994,66
2026-07-29 09:16:02.075117,2026-07-29 09:15:44,10A,SCMY-82442,SCMY,53.462544,-2.896655,66
2026-07-29 09:16:24.561051,2026-07-29 09:16:05,10A,SCMY-82442,SCMY,53.462997,-2.894419,72
2026-07-29 09:16:46.138348,2026-07-29 09:16:25,10A,SCMY-82442,SCMY,53.463596,-2.888744,78
2026-07-29 09:17:08.013307,2026-07-29 09:16:45,10A,SCMY-82442,SCMY,53.464058,-2.88288,84
2026-07-29 09:17:29.535611,2026-07-29 09:17:25,10A,SCMY-82442,SCMY,53.464466,-2.877909,84
2026-07-29 09:17:51.388999,2026-07-29 09:17:45,10A,SCMY-82442,SCMY,53.46447,-2.877911,84
2026-07-29 09:18:14.111785,2026-07-29 09:18:05,10A,SCMY-82442,SCMY,53.464466,-2.877898,84
2026-07-29 09:18:36.531204,2026-07-29 09:18:26,10A,SCMY-82442,SCMY,53.464683,-2.874836,84
2026-07-29 09:18:58.641836,2026-07-29 09:18:46,10A,SCMY-82442,SCMY,53.464973,-2.868557,84
2026-07-29 09:19:20.600884,2026-07-29 09:19:06,10A,SCMY-82442,SCMY,53.465229,-2.862826,84
2026-07-29 09:19:43.650494,2026-07-29 09:19:26,10A,SCMY-82442,SCMY,53.465504,-2.856719,84
2026-07-29 09:20:06.728875,2026-07-29 09:19:46,10A,SCMY-82442,SCMY,53.465717,-2.852412,84
2026-07-29 09:20:29.109451,2026-07-29 09:20:07,10A,SCMY-82442,SCMY,53.465721,-2.852268,84
2026-07-29 09:20:50.319456,2026-07-29 09:20:27,10A,SCMY-82442,SCMY,53.465721,-2.852264,84
2026-07-29 09:21:11.510467,2026-07-29 09:20:47,10A,SCMY-82442,SCMY,53.465778,-2.850822,84
2026-07-29 09:21:33.246187,2026-07-29 09:21:27,10A,SCMY-82442,SCMY,53.466278,-2.839377,84
2026-07-29 09:21:56.391612,2026-07-29 09:21:48,10A,SCMY-82442,SCMY,53.466564,-2.832924,84
2026-07-29 09:22:18.823442,2026-07-29 09:22:08,10A,SCMY-82442,SCMY,53.466835,-2.826786,84
2026-07-29 09:22:41.419408,2026-07-29 09:22:28,10A,SCMY-82442,SCMY,53.467106,-2.820639,84
2026-07-29 09:23:03.940011,2026-07-29 09:22:48,10A,SCMY-82442,SCMY,53.467384,-2.814451,84
2026-07-29 09:23:26.823443,2026-07-29 09:23:08,10A,SCMY-82442,SCMY,53.467518,-2.808484,84
2026-07-29 09:23:49.519451,2026-07-29 09:23:29,10A,SCMY-82442,SCMY,53.467617,-2.804429,54
2026-07-29 09:24:12.054822,2026-07-29 09:23:49,10A,SCMY-82442,SCMY,53.467613,-2.800884,84
2026-07-29 09:24:34.597150,2026-07-29 09:24:29,10A,SCMY-82442,SCMY,53.468372,-2.788717,84
2026-07-29 09:05:56.291253,2026-07-29 00:39:22,10A,SCMY-82447,SCMY,53.451405,-2.73909,216
2026-07-29 09:05:56.291253,2026-07-29 04:40:20,10A,SCMY-82448,SCMY,53.40168,-2.988919,246
2026-07-29 09:05:56.291253,2026-07-29 00:11:11,10A,SCMY-82449,SCMY,53.451447,-2.739161,216
2026-07-29 09:05:56.291253,2026-07-29 00:47:21,10A,SCMY-82450,SCMY,53.451859,-2.738494,222
2026-07-29 09:05:56.291253,2026-07-28 23:09:58,5,SCCU-10555,SCCU,54.112068,-3.228137,12
2026-07-29 09:05:56.291253,2026-07-28 19:28:06,567,SCCU-10559,SCCU,54.330093,-2.745478,0
2026-07-29 09:05:56.291253,2026-07-28 23:09:33,125,SCCU-11117,SCCU,53.653187,-2.628067,306
2026-07-29 09:05:56.291253,2026-07-28 22:32:22,55,SCCU-11144,SCCU,54.050449,-2.800564,6
2026-07-29 09:05:56.291253,2026-07-28 23:25:49,55,SCCU-11145,SCCU,54.050674,-2.800516,294
2026-07-29 09:05:56.291253,2026-07-29 04:28:39,125,SCCU-11630,SCCU,53.652576,-2.627841,300
2026-07-29 09:05:56.291253,2026-07-28 23:55:02,125,SCCU-11635,SCCU,53.652828,-2.627839,0
2026-07-29 09:05:56.291253,2026-07-29 04:21:48,125,SCCU-11636,SCCU,53.653523,-2.627583,162
2026-07-29 09:05:56.291253,2026-07-29 04:16:14,125,SCCU-11639,SCCU,53.598362,-2.548608,222
2026-07-29 09:05:56.291253,2026-07-29 03:47:09,125,SCCU-11640,SCCU,53.618942,-2.599792,312
2026-07-29 09:05:56.291253,2026-07-29 01:14:58,127,SCCU-11641,SCCU,53.65303,-2.628016,0
2026-07-29 09:05:56.291253,2026-07-29 00:23:35,125,SCCU-11642,SCCU,53.653278,-2.628103,0
2026-07-29 09:05:56.291253,2026-07-28 23:26:14,125,SCCU-11645,SCCU,53.652695,-2.627817,66
2026-07-29 09:05:56.291253,2026-07-29 04:57:06,125,SCCU-11698,SCCU,53.649136,-2.608815,18
2026-07-29 09:05:56.291253,2026-07-28 14:33:28,125,SCCU-11700,SCCU,53.625023,-2.607391,162
2026-07-29 09:05:56.291253,2026-07-29 00:38:42,125,SCCU-11701,SCCU,53.760925,-2.695149,348
2026-07-29 09:05:56.291253,2026-07-28 22:28:57,125,SCCU-11704,SCCU,53.652542,-2.62763,6
2026-07-29 09:05:56.291253,2026-07-28 23:38:57,55,SCCU-12206,SCCU,54.055824,-2.808038,276
2026-07-29 09:05:56.291253,2026-07-28 20:03:53,55,SCCU-12209,SCCU,54.082088,-2.805699,330
2026-07-29 09:05:56.291253,2026-07-28 23:52:43,125,SCCU-15226,SCCU,53.760971,-2.695442,300
2026-07-29 09:05:56.291253,2026-07-28 23:22:17,125,SCCU-15230,SCCU,53.653359,-2.628495,6
2026-07-29 09:05:56.291253,2026-07-28 22:35:10,125,SCCU-15231,SCCU,53.652569,-2.627872,0
2026-07-29 09:05:56.291253,2026-07-28 23:55:29,125,SCCU-15233,SCCU,53.652988,-2.627953,348
2026-07-29 09:05:56.291253,2026-07-28 22:57:13,125,SCCU-15238,SCCU,53.653091,-2.627979,336
2026-07-29 09:05:56.291253,2026-07-28 22:49:17,125,SCCU-15242,SCCU,53.65308,-2.628662,0
2026-07-29 09:05:56.291253,2026-07-28 23:10:05,125,SCCU-15244,SCCU,53.761002,-2.6955,18
2026-07-29 09:05:56.291253,2026-07-29 03:36:19,125,SCCU-15245,SCCU,53.651451,-2.626673,162
2026-07-29 09:05:56.291253,2026-07-28 23:02:08,55,SCCU-15697,SCCU,54.050793,-2.800517,0
2026-07-29 09:05:56.291253,2026-07-29 00:25:46,125,SCCU-15912,SCCU,53.652729,-2.627722,102
2026-07-29 09:05:56.291253,2026-07-29 01:17:41,5,SCCU-19247,SCCU,54.01683,-2.861832,126
2026-07-29 09:05:56.291253,2026-07-28 23:08:46,62,SCCU-26012,SCCU,54.876652,-2.96291,330
2026-07-29 09:05:56.291253,2026-07-28 23:34:24,5,SCCU-27168,SCCU,54.016716,-2.861779,324
2026-07-29 09:05:56.291253,2026-07-29 04:20:45,5,SCCU-27169,SCCU,54.016605,-2.861319,126
2026-07-29 09:05:56.291253,2026-07-29 00:23:02,5,SCCU-27170,SCCU,54.016701,-2.861319,102
2026-07-29 09:05:56.291253,2026-07-29 04:17:50,5,SCCU-27174,SCCU,54.121098,-2.761226,96
2026-07-29 09:05:56.291253,2026-07-28 22:29:21,5,SCCU-27743,SCCU,54.017349,-2.862894,144
2026-07-29 09:05:56.291253,2026-07-28 16:02:53,93,SCCU-36182,SCCU,54.89463,-2.932339,270
2026-07-29 09:05:56.291253,2026-07-28 23:19:23,62,SCCU-36422,SCCU,54.896564,-2.935828,0
2026-07-29 09:05:56.291253,2026-07-29 03:39:12,62,SCCU-37035,SCCU,54.896385,-2.935599,0
2026-07-29 09:05:56.291253,2026-07-29 00:29:29,400,SCCU-37036,SCCU,54.894253,-2.9322,222
2026-07-29 09:05:56.291253,2026-07-28 23:49:25,505,SCCU-37103,SCCU,0.0,0.0,0
2026-07-29 09:05:56.291253,2026-07-29 00:09:08,567,SCCU-37104,SCCU,54.329624,-2.745234,336
2026-07-29 09:05:56.291253,2026-07-29 00:30:39,62,SCCU-37107,SCCU,54.893143,-2.949473,0
2026-07-29 09:05:56.291253,2026-07-29 02:22:04,505,SCCU-37120,SCCU,54.329594,-2.745171,270
2026-07-29 09:05:56.291253,2026-07-29 00:59:16,400,SCCU-37124,SCCU,54.898689,-2.948708,96
2026-07-29 09:05:56.291253,2026-07-29 01:13:14,89,SCCU-37483,SCCU,53.928421,-2.995651,102
2026-07-29 09:05:56.291253,2026-07-28 20:07:42,5,SCCU-47731,SCCU,54.080551,-2.83739,198
2026-07-29 09:05:56.291253,2026-07-28 22:01:22,77,SCCU-48001,SCCU,54.663792,-3.429224,222
2026-07-29 09:05:56.291253,2026-07-29 00:00:36,77,SCCU-48002,SCCU,0.0,0.0,0
2026-07-29 09:05:56.291253,2026-07-28 20:40:43,89,SCCU-48129,SCCU,53.994873,-2.830809,84
2026-07-29 09:05:56.291253,2026-07-28 20:25:56,52,SCCU-48132,SCCU,54.661453,-3.525368,6
2026-07-29 09:05:56.291253,2026-07-28 22:35:12,29A,SCCU-48133,SCCU,54.61517,-3.515533,42
2026-07-29 09:05:56.291253,2026-07-28 23:47:49,14,SCMY-10567,SCMY,53.461105,-2.894234,300
2026-07-29 09:05:56.291253,2026-07-29 02:40:09,471,SCMY-10815,SCMY,53.327972,-3.097606,126
2026-07-29 09:05:56.291253,2026-07-29 01:38:54,21,SCMY-10820,SCMY,53.459972,-2.908152,108
2026-07-29 09:05:56.291253,2026-07-28 23:28:31,14A,SCMY-10828,SCMY,53.502232,-2.888351,54
2026-07-29 09:05:56.291253,2026-07-29 00:56:45,21,SCMY-10831,SCMY,53.489006,-2.874029,294
2026-07-29 09:05:56.291253,2026-07-29 04:53:11,14,SCMY-10838,SCMY,53.461883,-2.894974,336
2026-07-29 09:05:56.291253,2026-07-28 22:30:19,14,SCMY-10842,SCMY,53.462189,-2.895339,312
2026-07-29 09:05:56.291253,2026-07-29 03:53:58,14,SCMY-10843,SCMY,53.407764,-2.981797,78
2026-07-29 09:05:56.291253,2026-07-29 03:18:33,471,SCMY-10882,SCMY,53.328014,-3.097871,126
2026-07-29 09:05:56.291253,2026-07-29 02:00:17,471,SCMY-10883,SCMY,53.328384,-3.097705,234
2026-07-29 09:05:56.291253,2026-07-29 01:33:26,471,SCMY-10885,SCMY,53.327995,-3.097669,72
2026-07-29 09:05:56.291253,2026-07-28 14:16:23,14A,SCMY-11102,SCMY,53.405216,-2.989722,0
2026-07-29 09:05:56.291253,2026-07-28 23:46:19,14,SCMY-15749,SCMY,53.194687,-2.887715,66
2026-07-29 09:05:56.291253,2026-07-28 23:08:43,400,SCMY-17502,SCMY,0.0,0.0,0
2026-07-29 09:05:56.291253,2026-07-28 23:56:00,PR3,SCMY-26055,SCMY,53.227188,-2.89461,6
2026-07-29 09:05:56.291253,2026-07-28 23:41:56,PR3,SCMY-26057,SCMY,53.226582,-2.889397,12
2026-07-29 09:05:56.291253,2026-07-29 04:36:08,21,SCMY-27144,SCMY,53.407326,-2.982285,240
2026-07-29 09:05:56.291253,2026-07-29 01:12:54,14,SCMY-27211,SCMY,53.194641,-2.887899,54
2026-07-29 09:05:56.291253,2026-07-29 04:44:05,14A,SCMY-27214,SCMY,53.194428,-2.88959,96
2026-07-29 09:05:56.291253,2026-07-28 23:44:12,16,SCMY-36804,SCMY,53.194294,-2.889359,126
2026-07-29 09:05:56.291253,2026-07-29 00:37:48,52,SCMY-36809,SCMY,53.19445,-2.889645,0
2026-07-29 09:05:56.291253,2026-07-29 00:16:40,16,SCMY-36812,SCMY,53.370197,-3.094218,54
2026-07-29 09:05:56.291253,2026-07-29 03:28:21,5,SCMY-36815,SCMY,53.170963,-2.861129,0
2026-07-29 09:05:56.291253,2026-07-28 23:58:14,5,SCMY-36816,SCMY,53.078907,-2.881625,222
2026-07-29 09:05:56.291253,2026-07-28 22:41:31,5,SCMY-36817,SCMY,53.170864,-2.861449,306
2026-07-29 09:05:56.291253,2026-07-29 04:40:33,16,SCMY-36818,SCMY,53.187508,-2.890256,342
2026-07-29 09:05:56.291253,2026-07-29 04:18:00,14A,SCMY-80501,SCMY,53.481342,-2.88869,150
2026-07-29 09:05:56.291253,2026-07-29 03:46:55,21,SCMY-80510,SCMY,53.409821,-2.967788,186
2026-07-29 09:05:56.291253,2026-07-29 04:26:15,14,SCMY-80525,SCMY,53.461269,-2.894342,306
2026-07-29 09:05:56.291253,2026-07-29 00:08:38,21,SCMY-82406,SCMY,53.478344,-2.875068,216
2026-07-29 09:05:56.291253,2026-07-29 05:08:40,21,SCMY-82407,SCMY,53.481396,-2.889267,288
2026-07-29 09:05:56.291253,2026-07-29 04:53:19,21,SCMY-82432,SCMY,53.463097,-2.9005,0
2026-07-29 09:05:56.291253,2026-07-29 01:53:36,104,SCCU-10016,SCCU,54.894077,-2.932554,0
2026-07-29 09:05:56.291253,2026-07-28 23:25:42,79,SCCU-10018,SCCU,54.894203,-2.932171,132
2026-07-29 09:05:56.291253,2026-07-29 00:20:52,2X,SCCU-10020,SCCU,54.035912,-2.897562,180
2026-07-29 09:05:56.291253,2026-07-29 03:47:30,600,SCCU-10622,SCCU,54.663616,-3.366106,84
2026-07-29 09:05:56.291253,2026-07-28 14:07:42,600,SCCU-10690,SCCU,54.615116,-3.513576,198
2026-07-29 09:05:56.291253,2026-07-28 23:22:42,68,SCCU-11114,SCCU,53.817307,-3.054781,150
2026-07-29 09:05:56.291253,2026-07-29 00:19:38,61,SCCU-11115,SCCU,53.76041,-2.694762,0
2026-07-29 09:05:56.291253,2026-07-28 22:45:18,61,SCCU-11125,SCCU,0.0,0.0,0
2026-07-29 09:05:56.291253,2026-07-28 22:53:59,104,SCCU-11154,SCCU,54.897869,-2.948473,0
2026-07-29 09:05:56.291253,2026-07-28 23:14:47,61,SCCU-11157,SCCU,54.892082,-2.935619,210
